,legalguilt,question,rate_punishment,rating,scenario,start,stop,subjguilt,uid
2600,false,26,11.0,11,8,2019-10-22 21:37:02,2019-10-22 21:38:39,false,A1KPUJ4XNQANQ8
2601,true,11,82.0,80,16,2019-10-22 21:38:10,2019-10-22 21:38:54,true,A1GKD3NG1NNHRP
2602,true,27,98.0,98,28,2019-10-22 21:37:02,2019-10-22 21:38:58,true,A1KPUJ4XNQANQ8
2603,true,24,75.0,77,26,2019-10-22 21:37:36,2019-10-22 21:39:09,true,ATXAVU13VN2I
2604,true,9,49.0,61,8,2019-10-22 21:36:48,2019-10-22 21:39:11,true,ALV4DAF8DIJ37
2605,true,12,53.0,73,13,2019-10-22 21:38:10,2019-10-22 21:39:28,true,A1GKD3NG1NNHRP
2606,true,28,43.0,98,11,2019-10-22 21:39:14,2019-10-22 21:39:38,true,A1KPUJ4XNQANQ8
2607,true,10,89.0,90,13,2019-10-22 21:36:48,2019-10-22 21:39:36,true,ALV4DAF8DIJ37
2608,false,25,46.0,46,22,2019-10-22 21:37:36,2019-10-22 21:39:38,false,ATXAVU13VN2I
2609,false,29,78.0,71,10,2019-10-22 21:39:14,2019-10-22 21:39:54,true,A1KPUJ4XNQANQ8
2610,true,13,36.0,16,11,2019-10-22 21:38:10,2019-10-22 21:39:58,true,A1GKD3NG1NNHRP
2611,false,26,3.0,3,3,2019-10-22 21:37:36,2019-10-22 21:40:19,false,ATXAVU13VN2I
2612,false,30,18.0,24,2,2019-10-22 21:39:14,2019-10-22 21:40:25,false,A1KPUJ4XNQANQ8
2613,true,11,87.0,86,28,2019-10-22 21:39:54,2019-10-22 21:40:29,true,ALV4DAF8DIJ37
2614,true,5,30.0,36,26,2019-10-22 21:41:20,2019-10-22 21:41:31,true,A1SOIE67CIL16C
2615,true,0,47.0,65,5,2019-10-22 21:40:26,2019-10-22 21:40:40,true,A3TPW4JUUJDUFI
2616,false,1,63.0,44,29,2019-10-22 21:40:26,2019-10-22 21:40:47,false,A3TPW4JUUJDUFI
2617,false,27,16.0,16,21,2019-10-22 21:37:36,2019-10-22 21:40:50,false,ATXAVU13VN2I
2618,true,14,49.0,82,7,2019-10-22 21:38:10,2019-10-22 21:40:52,true,A1GKD3NG1NNHRP
2619,false,1,53.0,59,29,2019-10-22 21:40:48,2019-10-22 21:40:55,false,A3TPW4JUUJDUFI
2620,true,12,89.0,92,27,2019-10-22 21:39:54,2019-10-22 21:40:56,true,ALV4DAF8DIJ37
2621,false,1,53.0,41,29,2019-10-22 21:40:57,2019-10-22 21:41:02,true,A3TPW4JUUJDUFI
2622,true,1,52.0,69,29,2019-10-22 21:41:04,2019-10-22 21:41:12,false,A3TPW4JUUJDUFI
2623,true,6,96.0,98,23,2019-10-22 21:41:20,2019-10-22 21:42:05,true,A1SOIE67CIL16C
2624,false,1,61.0,39,29,2019-10-22 21:41:13,2019-10-22 21:41:18,false,A3TPW4JUUJDUFI
2625,true,1,48.0,62,29,2019-10-22 21:41:20,2019-10-22 21:41:25,true,A3TPW4JUUJDUFI
2626,false,13,84.0,31,31,2019-10-22 21:39:54,2019-10-22 21:41:28,false,ALV4DAF8DIJ37
2627,false,1,49.0,75,29,2019-10-22 21:41:27,2019-10-22 21:41:34,false,A3TPW4JUUJDUFI
2628,false,28,51.0,50,14,2019-10-22 21:41:02,2019-10-22 21:41:36,false,ATXAVU13VN2I
2629,true,1,37.0,33,29,2019-10-22 21:41:35,2019-10-22 21:41:42,true,A3TPW4JUUJDUFI
2630,true,15,90.0,92,26,2019-10-22 21:38:10,2019-10-22 21:41:40,true,A1GKD3NG1NNHRP
2631,false,1,68.0,43,29,2019-10-22 21:41:43,2019-10-22 21:41:49,false,A3TPW4JUUJDUFI
2632,false,14,76.0,25,19,2019-10-22 21:39:54,2019-10-22 21:41:52,false,ALV4DAF8DIJ37
2633,true,1,57.0,70,29,2019-10-22 21:41:51,2019-10-22 21:41:57,true,A3TPW4JUUJDUFI
2634,false,1,28.0,40,29,2019-10-22 21:41:58,2019-10-22 21:42:05,true,A3TPW4JUUJDUFI
2635,false,7,0.0,1,25,2019-10-22 21:42:30,2019-10-22 21:42:59,false,A1SOIE67CIL16C
2636,false,29,10.0,9,4,2019-10-22 21:41:02,2019-10-22 21:42:10,false,ATXAVU13VN2I
2637,true,1,78.0,58,29,2019-10-22 21:42:07,2019-10-22 21:42:13,true,A3TPW4JUUJDUFI
2638,true,16,59.0,56,4,2019-10-22 21:38:10,2019-10-22 21:42:16,true,A1GKD3NG1NNHRP
2639,true,1,40.0,65,29,2019-10-22 21:42:14,2019-10-22 21:42:22,true,A3TPW4JUUJDUFI
2640,true,8,96.0,98,15,2019-10-22 21:42:30,2019-10-22 21:43:27,true,A1SOIE67CIL16C
2641,false,1,73.0,52,29,2019-10-22 21:42:23,2019-10-22 21:42:35,true,A3TPW4JUUJDUFI
2642,false,30,17.0,18,7,2019-10-22 21:41:02,2019-10-22 21:42:35,false,ATXAVU13VN2I
2643,false,15,73.0,58,22,2019-10-22 21:39:54,2019-10-22 21:42:35,false,ALV4DAF8DIJ37
2644,false,1,50.0,71,29,2019-10-22 21:42:36,2019-10-22 21:42:41,false,A3TPW4JUUJDUFI
2645,true,1,77.0,54,29,2019-10-22 21:42:43,2019-10-22 21:42:49,true,A3TPW4JUUJDUFI
2646,true,1,52.0,70,29,2019-10-22 21:42:50,2019-10-22 21:42:58,true,A3TPW4JUUJDUFI
2647,false,16,80.0,12,12,2019-10-22 21:39:54,2019-10-22 21:42:56,false,ALV4DAF8DIJ37
2648,false,1,24.0,39,29,2019-10-22 21:43:00,2019-10-22 21:43:06,true,A3TPW4JUUJDUFI
2649,true,9,62.0,84,20,2019-10-22 21:42:30,2019-10-22 21:44:01,true,A1SOIE67CIL16C
2650,true,1,67.0,59,29,2019-10-22 21:43:08,2019-10-22 21:43:14,false,A3TPW4JUUJDUFI
2651,true,1,48.0,63,29,2019-10-22 21:43:15,2019-10-22 21:43:22,false,A3TPW4JUUJDUFI
2652,false,1,45.0,38,29,2019-10-22 21:43:23,2019-10-22 21:43:31,false,A3TPW4JUUJDUFI
2653,true,1,56.0,47,29,2019-10-22 21:43:32,2019-10-22 21:43:40,true,A3TPW4JUUJDUFI
2654,false,1,49.0,78,29,2019-10-22 21:43:41,2019-10-22 21:43:55,false,A3TPW4JUUJDUFI
2655,true,10,39.0,42,1,2019-10-22 21:42:30,2019-10-22 21:44:50,true,A1SOIE67CIL16C
2656,false,17,57.0,7,2,2019-10-22 21:43:15,2019-10-22 21:43:59,false,ALV4DAF8DIJ37
2657,false,1,68.0,56,29,2019-10-22 21:43:56,2019-10-22 21:44:07,true,A3TPW4JUUJDUFI
2658,true,18,60.0,83,5,2019-10-22 21:43:15,2019-10-22 21:44:12,true,ALV4DAF8DIJ37
2659,false,17,16.0,14,10,2019-10-22 21:42:39,2019-10-22 21:44:15,false,A1GKD3NG1NNHRP
2660,false,1,80.0,57,29,2019-10-22 21:44:09,2019-10-22 21:44:19,false,A3TPW4JUUJDUFI
2661,false,1,44.0,77,29,2019-10-22 21:44:22,2019-10-22 21:44:28,true,A3TPW4JUUJDUFI
2662,true,1,62.0,42,29,2019-10-22 21:44:30,2019-10-22 21:44:38,true,A3TPW4JUUJDUFI
2663,false,1,38.0,55,29,2019-10-22 21:44:40,2019-10-22 21:44:45,false,A3TPW4JUUJDUFI
2664,false,19,100.0,8,30,2019-10-22 21:43:15,2019-10-22 21:44:45,false,ALV4DAF8DIJ37
2665,true,1,36.0,58,29,2019-10-22 21:44:47,2019-10-22 21:44:51,true,A3TPW4JUUJDUFI
2666,true,1,51.0,72,29,2019-10-22 21:44:53,2019-10-22 21:45:03,true,A3TPW4JUUJDUFI
2667,false,0,36.0,63,18,2019-10-22 21:43:41,2019-10-22 21:45:02,true,A2R89RXGEVG05I
2668,true,1,17.0,32,29,2019-10-22 21:45:04,2019-10-22 21:45:12,false,A3TPW4JUUJDUFI
2669,true,1,72.0,49,29,2019-10-22 21:45:13,2019-10-22 21:45:18,false,A3TPW4JUUJDUFI
2670,false,20,90.0,50,18,2019-10-22 21:43:15,2019-10-22 21:45:16,false,ALV4DAF8DIJ37
2671,false,1,48.0,60,29,2019-10-22 21:45:20,2019-10-22 21:45:25,false,A3TPW4JUUJDUFI
2672,true,1,48.0,73,29,2019-10-22 21:45:28,2019-10-22 21:45:35,true,A3TPW4JUUJDUFI
2673,false,1,75.0,10,16,2019-10-22 21:43:41,2019-10-22 21:45:31,true,A2R89RXGEVG05I
2674,false,1,70.0,52,29,2019-10-22 21:45:37,2019-10-22 21:45:43,false,A3TPW4JUUJDUFI
2675,true,1,46.0,77,29,2019-10-22 21:45:44,2019-10-22 21:45:51,true,A3TPW4JUUJDUFI
2676,false,21,95.0,31,25,2019-10-22 21:43:15,2019-10-22 21:45:49,false,ALV4DAF8DIJ37
2677,true,18,34.0,52,12,2019-10-22 21:42:39,2019-10-22 21:45:53,true,A1GKD3NG1NNHRP
2678,false,1,60.0,49,29,2019-10-22 21:45:54,2019-10-22 21:46:01,false,A3TPW4JUUJDUFI
2679,false,1,34.0,66,29,2019-10-22 21:46:04,2019-10-22 21:46:11,true,A3TPW4JUUJDUFI
2680,false,1,37.0,53,29,2019-10-22 21:46:12,2019-10-22 21:46:21,false,A3TPW4JUUJDUFI
2681,true,19,18.0,62,5,2019-10-22 21:42:39,2019-10-22 21:46:19,true,A1GKD3NG1NNHRP
2682,false,1,49.0,73,29,2019-10-22 21:46:23,2019-10-22 21:46:30,false,A3TPW4JUUJDUFI
2683,false,2,40.0,23,14,2019-10-22 21:45:44,2019-10-22 21:46:25,false,A2R89RXGEVG05I
2684,true,1,63.0,45,29,2019-10-22 21:46:31,2019-10-22 21:46:38,true,A3TPW4JUUJDUFI
2685,false,22,89.0,10,26,2019-10-22 21:45:59,2019-10-22 21:46:36,false,ALV4DAF8DIJ37
2686,true,1,33.0,54,29,2019-10-22 21:46:39,2019-10-22 21:46:45,true,A3TPW4JUUJDUFI
2687,true,1,63.0,46,29,2019-10-22 21:46:47,2019-10-22 21:46:54,false,A3TPW4JUUJDUFI
2688,false,23,43.0,9,3,2019-10-22 21:45:59,2019-10-22 21:47:02,false,ALV4DAF8DIJ37
2689,false,3,79.0,15,29,2019-10-22 21:45:44,2019-10-22 21:47:20,false,A2R89RXGEVG05I
2690,true,20,96.0,72,31,2019-10-22 21:42:39,2019-10-22 21:47:38,true,A1GKD3NG1NNHRP
2691,true,24,85.0,81,17,2019-10-22 21:45:59,2019-10-22 21:47:44,true,ALV4DAF8DIJ37
2692,true,1,38.0,56,29,2019-10-22 21:46:56,2019-10-22 21:47:52,true,A3TPW4JUUJDUFI
2693,true,1,64.0,47,29,2019-10-22 21:47:54,2019-10-22 21:48:00,false,A3TPW4JUUJDUFI
2694,false,21,19.0,26,14,2019-10-22 21:42:39,2019-10-22 21:48:13,false,A1GKD3NG1NNHRP
2695,true,4,96.0,59,25,2019-10-22 21:45:44,2019-10-22 21:48:16,true,A2R89RXGEVG05I
2696,false,25,84.0,18,16,2019-10-22 21:45:59,2019-10-22 21:48:20,false,ALV4DAF8DIJ37
2697,false,0,29.0,7,2,2019-10-22 21:46:38,2019-10-22 21:48:33,false,A3NMQ3019X6YE0
2698,true,1,38.0,66,29,2019-10-22 21:48:02,2019-10-22 21:48:35,false,A3TPW4JUUJDUFI
2699,true,1,58.0,66,29,2019-10-22 21:48:36,2019-10-22 21:48:42,false,A3TPW4JUUJDUFI
2700,true,1,64.0,46,29,2019-10-22 21:48:43,2019-10-22 21:48:51,true,A3TPW4JUUJDUFI
2701,true,26,76.0,50,24,2019-10-22 21:45:59,2019-10-22 21:48:49,true,ALV4DAF8DIJ37
2702,false,1,48.0,72,29,2019-10-22 21:48:53,2019-10-22 21:49:00,false,A3TPW4JUUJDUFI
2703,true,5,57.0,81,17,2019-10-22 21:45:44,2019-10-22 21:48:57,true,A2R89RXGEVG05I
2704,true,1,36.0,54,29,2019-10-22 21:49:02,2019-10-22 21:49:09,false,A3TPW4JUUJDUFI
2705,true,11,23.0,20,21,2019-10-22 21:50:01,2019-10-22 21:50:09,true,A1SOIE67CIL16C
2706,true,1,47.0,72,29,2019-10-22 21:49:10,2019-10-22 21:49:17,false,A3TPW4JUUJDUFI
2707,true,22,20.0,80,6,2019-10-22 21:48:39,2019-10-22 21:49:18,true,A1GKD3NG1NNHRP
2708,true,27,79.0,66,21,2019-10-22 21:45:59,2019-10-22 21:49:17,true,ALV4DAF8DIJ37
2709,true,1,62.0,53,29,2019-10-22 21:49:19,2019-10-22 21:49:24,false,A3TPW4JUUJDUFI
2710,true,6,96.0,95,23,2019-10-22 21:45:44,2019-10-22 21:49:23,true,A2R89RXGEVG05I
2711,true,1,62.0,82,29,2019-10-22 21:49:26,2019-10-22 21:49:33,true,A3TPW4JUUJDUFI
2712,false,1,53.0,65,29,2019-10-22 21:49:34,2019-10-22 21:49:41,false,A3TPW4JUUJDUFI
2713,true,23,54.0,64,19,2019-10-22 21:48:39,2019-10-22 21:49:45,true,A1GKD3NG1NNHRP
2714,true,1,51.0,62,29,2019-10-22 21:49:42,2019-10-22 21:49:49,true,A3TPW4JUUJDUFI
2715,true,1,60.0,75,29,2019-10-22 21:49:50,2019-10-22 21:49:59,true,A3TPW4JUUJDUFI
2716,false,1,53.0,41,29,2019-10-22 21:50:00,2019-10-22 21:50:08,false,A3TPW4JUUJDUFI
2717,true,1,52.0,67,29,2019-10-22 21:50:09,2019-10-22 21:50:17,true,A3TPW4JUUJDUFI
2718,false,28,66.0,15,10,2019-10-22 21:49:33,2019-10-22 21:50:14,false,ALV4DAF8DIJ37
2719,true,12,84.0,78,16,2019-10-22 21:50:01,2019-10-22 21:51:10,true,A1SOIE67CIL16C
2720,true,24,76.0,84,22,2019-10-22 21:48:39,2019-10-22 21:50:18,true,A1GKD3NG1NNHRP
2721,true,1,45.0,43,29,2019-10-22 21:50:19,2019-10-22 21:50:30,true,A3TPW4JUUJDUFI
2722,false,7,26.0,48,2,2019-10-22 21:49:34,2019-10-22 21:50:25,true,A2R89RXGEVG05I
2723,true,1,49.0,70,29,2019-10-22 21:50:31,2019-10-22 21:50:38,true,A3TPW4JUUJDUFI
2724,true,1,52.0,65,29,2019-10-22 21:50:40,2019-10-22 21:50:46,false,A3TPW4JUUJDUFI
2725,false,29,60.0,14,1,2019-10-22 21:49:33,2019-10-22 21:50:42,false,ALV4DAF8DIJ37
2726,false,25,34.0,34,21,2019-10-22 21:48:39,2019-10-22 21:50:49,false,A1GKD3NG1NNHRP
2727,true,1,51.0,60,29,2019-10-22 21:50:47,2019-10-22 21:50:54,false,A3TPW4JUUJDUFI
2728,true,1,54.0,62,29,2019-10-22 21:50:55,2019-10-22 21:51:01,false,A3TPW4JUUJDUFI
2729,false,1,46.0,61,29,2019-10-22 21:51:02,2019-10-22 21:51:08,true,A3TPW4JUUJDUFI
2730,false,30,61.0,14,4,2019-10-22 21:49:33,2019-10-22 21:51:07,false,ALV4DAF8DIJ37
2731,true,13,20.0,40,2,2019-10-22 21:50:01,2019-10-22 21:52:06,true,A1SOIE67CIL16C
2732,false,8,93.0,22,26,2019-10-22 21:49:34,2019-10-22 21:51:07,false,A2R89RXGEVG05I
2733,true,1,50.0,48,29,2019-10-22 21:51:10,2019-10-22 21:51:16,false,A3TPW4JUUJDUFI
2734,false,26,7.0,30,2,2019-10-22 21:48:39,2019-10-22 21:51:15,false,A1GKD3NG1NNHRP
2735,true,1,43.0,61,29,2019-10-22 21:51:17,2019-10-22 21:51:25,true,A3TPW4JUUJDUFI
2736,true,1,62.0,63,29,2019-10-22 21:51:27,2019-10-22 21:51:34,true,A3TPW4JUUJDUFI
2737,false,9,19.0,28,5,2019-10-22 21:49:34,2019-10-22 21:51:33,false,A2R89RXGEVG05I
2738,true,1,58.0,35,29,2019-10-22 21:51:35,2019-10-22 21:51:42,true,A3TPW4JUUJDUFI
2739,true,1,47.0,74,29,2019-10-22 21:51:44,2019-10-22 21:51:48,false,A3TPW4JUUJDUFI
2740,true,27,91.0,85,23,2019-10-22 21:48:39,2019-10-22 21:51:47,true,A1GKD3NG1NNHRP
2741,false,1,45.0,50,29,2019-10-22 21:51:50,2019-10-22 21:51:57,true,A3TPW4JUUJDUFI
2742,false,1,33.0,26,29,2019-10-22 21:51:58,2019-10-22 21:52:09,true,A3TPW4JUUJDUFI
2743,false,14,2.0,0,30,2019-10-22 21:50:01,2019-10-22 21:53:03,false,A1SOIE67CIL16C
2744,false,10,33.0,5,19,2019-10-22 21:49:34,2019-10-22 21:52:05,false,A2R89RXGEVG05I
2745,false,1,31.0,59,29,2019-10-22 21:52:10,2019-10-22 21:52:23,false,A3TPW4JUUJDUFI
2746,false,28,12.0,61,1,2019-10-22 21:51:54,2019-10-22 21:52:25,false,A1GKD3NG1NNHRP
2747,true,1,36.0,24,29,2019-10-22 21:52:25,2019-10-22 21:52:31,true,A3TPW4JUUJDUFI
2748,true,1,50.0,64,29,2019-10-22 21:52:32,2019-10-22 21:52:42,false,A3TPW4JUUJDUFI
2749,true,29,67.0,63,30,2019-10-22 21:51:54,2019-10-22 21:52:45,true,A1GKD3NG1NNHRP
2750,false,1,46.0,65,29,2019-10-22 21:52:43,2019-10-22 21:52:49,true,A3TPW4JUUJDUFI
2751,true,1,44.0,49,29,2019-10-22 21:52:50,2019-10-22 21:52:57,true,A3TPW4JUUJDUFI
2752,false,11,95.0,14,28,2019-10-22 21:52:26,2019-10-22 21:52:57,true,A2R89RXGEVG05I
2753,true,1,40.0,57,29,2019-10-22 21:52:59,2019-10-22 21:53:07,true,A3TPW4JUUJDUFI
2754,true,1,52.0,67,29,2019-10-22 21:53:09,2019-10-22 21:53:16,true,A3TPW4JUUJDUFI
2755,true,15,91.0,79,10,2019-10-22 21:50:01,2019-10-22 21:54:09,true,A1SOIE67CIL16C
2756,true,1,51.0,62,29,2019-10-22 21:53:17,2019-10-22 21:53:25,false,A3TPW4JUUJDUFI
2757,true,1,59.0,75,29,2019-10-22 21:53:26,2019-10-22 21:53:33,false,A3TPW4JUUJDUFI
2758,true,30,83.0,85,18,2019-10-22 21:51:54,2019-10-22 21:53:32,true,A1GKD3NG1NNHRP
2759,true,1,52.0,65,29,2019-10-22 21:53:34,2019-10-22 21:53:42,true,A3TPW4JUUJDUFI
2760,false,1,57.0,82,29,2019-10-22 21:53:44,2019-10-22 21:53:51,false,A3TPW4JUUJDUFI
2761,false,12,99.0,74,30,2019-10-22 21:52:26,2019-10-22 21:53:46,true,A2R89RXGEVG05I
2762,false,16,10.0,4,6,2019-10-22 21:50:01,2019-10-22 21:54:49,false,A1SOIE67CIL16C
2763,false,1,34.0,57,29,2019-10-22 21:53:53,2019-10-22 21:53:59,true,A3TPW4JUUJDUFI
2764,false,1,51.0,73,29,2019-10-22 21:54:00,2019-10-22 21:54:10,false,A3TPW4JUUJDUFI
2765,true,1,46.0,68,29,2019-10-22 21:54:11,2019-10-22 21:54:28,true,A3TPW4JUUJDUFI
2766,true,1,54.0,78,29,2019-10-22 21:54:29,2019-10-22 21:54:35,false,A3TPW4JUUJDUFI
2767,true,1,46.0,71,29,2019-10-22 21:54:37,2019-10-22 21:54:42,false,A3TPW4JUUJDUFI
2768,true,17,24.0,23,5,2019-10-22 21:55:27,2019-10-22 21:55:39,true,A1SOIE67CIL16C
2769,false,13,87.0,15,15,2019-10-22 21:52:26,2019-10-22 21:54:42,false,A2R89RXGEVG05I
2770,true,1,53.0,67,29,2019-10-22 21:54:43,2019-10-22 21:54:49,true,A3TPW4JUUJDUFI
2771,true,1,35.0,49,29,2019-10-22 21:54:51,2019-10-22 21:54:56,false,A3TPW4JUUJDUFI
2772,false,1,39.0,60,29,2019-10-22 21:54:57,2019-10-22 21:55:03,false,A3TPW4JUUJDUFI
2773,false,1,41.0,69,29,2019-10-22 21:55:04,2019-10-22 21:55:09,false,A3TPW4JUUJDUFI
2774,false,1,64.0,49,29,2019-10-22 21:55:11,2019-10-22 21:55:17,true,A3TPW4JUUJDUFI
2775,true,0,95.0,93,25,2019-10-22 21:54:52,2019-10-22 21:55:23,true,AEEL6DE8FQSX6
2776,true,1,32.0,47,29,2019-10-22 21:55:19,2019-10-22 21:55:25,true,A3TPW4JUUJDUFI
2777,false,1,33.0,54,29,2019-10-22 21:55:27,2019-10-22 21:55:34,true,A3TPW4JUUJDUFI
2778,true,14,20.0,55,10,2019-10-22 21:52:26,2019-10-22 21:55:29,true,A2R89RXGEVG05I
2779,false,1,10.0,1,4,2019-10-22 21:46:38,2019-10-22 21:55:39,false,A3NMQ3019X6YE0
2780,true,1,48.0,33,29,2019-10-22 21:55:35,2019-10-22 21:55:40,false,A3TPW4JUUJDUFI
2781,true,1,83.0,82,7,2019-10-22 21:54:52,2019-10-22 21:55:39,true,AEEL6DE8FQSX6
2782,false,1,33.0,61,29,2019-10-22 21:55:41,2019-10-22 21:55:47,true,A3TPW4JUUJDUFI
2783,false,1,71.0,50,29,2019-10-22 21:55:49,2019-10-22 21:55:54,true,A3TPW4JUUJDUFI
2784,true,1,44.0,60,29,2019-10-22 21:55:55,2019-10-22 21:56:01,false,A3TPW4JUUJDUFI
2785,false,1,41.0,60,29,2019-10-22 21:56:03,2019-10-22 21:56:10,true,A3TPW4JUUJDUFI
2786,false,1,46.0,62,29,2019-10-22 21:56:11,2019-10-22 21:56:18,false,A3TPW4JUUJDUFI
2787,false,1,80.0,65,29,2019-10-22 21:56:19,2019-10-22 21:56:26,false,A3TPW4JUUJDUFI
2788,true,15,23.0,78,20,2019-10-22 21:52:26,2019-10-22 21:56:24,true,A2R89RXGEVG05I
2789,true,1,36.0,57,29,2019-10-22 21:56:29,2019-10-22 21:56:37,true,A3TPW4JUUJDUFI
2790,true,2,83.0,47,27,2019-10-22 21:56:12,2019-10-22 21:56:43,true,A3NMQ3019X6YE0
2791,true,1,52.0,65,29,2019-10-22 21:56:39,2019-10-22 21:56:46,false,A3TPW4JUUJDUFI
2792,true,1,38.0,60,29,2019-10-22 21:56:47,2019-10-22 21:56:54,true,A3TPW4JUUJDUFI
2793,false,16,79.0,4,27,2019-10-22 21:52:26,2019-10-22 21:57:01,false,A2R89RXGEVG05I
2794,false,1,49.0,65,29,2019-10-22 21:56:55,2019-10-22 21:57:23,false,A3TPW4JUUJDUFI
2795,true,1,58.0,41,29,2019-10-22 21:57:25,2019-10-22 21:57:31,true,A3TPW4JUUJDUFI
2796,true,1,35.0,57,29,2019-10-22 21:57:33,2019-10-22 21:57:39,true,A3TPW4JUUJDUFI
2797,false,1,31.0,49,29,2019-10-22 21:57:40,2019-10-22 21:57:47,true,A3TPW4JUUJDUFI
2798,true,18,95.0,82,24,2019-10-22 21:55:27,2019-10-22 21:58:44,true,A1SOIE67CIL16C
2799,true,1,39.0,62,29,2019-10-22 21:57:48,2019-10-22 21:57:54,true,A3TPW4JUUJDUFI
2800,false,3,53.0,59,6,2019-10-22 21:56:12,2019-10-22 21:57:58,true,A3NMQ3019X6YE0
2801,false,1,21.0,37,29,2019-10-22 21:57:55,2019-10-22 21:58:01,false,A3TPW4JUUJDUFI
2802,true,1,45.0,61,29,2019-10-22 21:58:02,2019-10-22 21:58:12,true,A3TPW4JUUJDUFI
2803,false,1,39.0,61,29,2019-10-22 21:58:13,2019-10-22 21:58:19,false,A3TPW4JUUJDUFI
2804,false,1,65.0,55,29,2019-10-22 21:58:20,2019-10-22 21:58:26,false,A3TPW4JUUJDUFI
2805,false,17,100.0,2,31,2019-10-22 21:57:35,2019-10-22 21:58:27,false,A2R89RXGEVG05I
2806,true,4,69.0,92,12,2019-10-22 21:56:12,2019-10-22 21:58:35,true,A3NMQ3019X6YE0
2807,false,1,48.0,77,29,2019-10-22 21:58:28,2019-10-22 21:58:35,false,A3TPW4JUUJDUFI
2808,true,1,68.0,46,29,2019-10-22 21:58:37,2019-10-22 21:58:43,false,A3TPW4JUUJDUFI
2809,false,19,11.0,11,18,2019-10-22 21:59:31,2019-10-22 21:59:43,false,A1SOIE67CIL16C
2810,true,1,45.0,62,29,2019-10-22 21:58:44,2019-10-22 21:58:54,true,A3TPW4JUUJDUFI
2811,false,18,9.0,0,3,2019-10-22 21:57:35,2019-10-22 21:58:54,false,A2R89RXGEVG05I
2812,false,1,57.0,45,29,2019-10-22 21:58:55,2019-10-22 21:59:04,false,A3TPW4JUUJDUFI
2813,true,1,40.0,63,29,2019-10-22 21:59:05,2019-10-22 21:59:12,true,A3TPW4JUUJDUFI
2814,false,1,63.0,50,29,2019-10-22 21:59:13,2019-10-22 21:59:21,false,A3TPW4JUUJDUFI
2815,true,1,26.0,67,29,2019-10-22 21:59:22,2019-10-22 21:59:27,true,A3TPW4JUUJDUFI
2816,false,20,5.0,2,13,2019-10-22 21:59:31,2019-10-22 22:00:23,false,A1SOIE67CIL16C
2817,false,19,6.0,0,4,2019-10-22 21:57:35,2019-10-22 21:59:24,false,A2R89RXGEVG05I
2818,false,1,43.0,57,29,2019-10-22 21:59:29,2019-10-22 21:59:34,false,A3TPW4JUUJDUFI
2819,true,1,40.0,56,29,2019-10-22 21:59:36,2019-10-22 21:59:41,true,A3TPW4JUUJDUFI
2820,false,1,44.0,51,29,2019-10-22 21:59:43,2019-10-22 21:59:51,false,A3TPW4JUUJDUFI
2821,true,5,65.0,87,21,2019-10-22 21:56:12,2019-10-22 22:00:04,true,A3NMQ3019X6YE0
2822,true,1,36.0,58,29,2019-10-22 21:59:53,2019-10-22 22:00:05,true,A3TPW4JUUJDUFI
2823,false,1,41.0,55,29,2019-10-22 22:00:06,2019-10-22 22:00:12,true,A3TPW4JUUJDUFI
2824,false,20,10.0,13,11,2019-10-22 21:57:35,2019-10-22 22:00:13,false,A2R89RXGEVG05I
2825,true,1,69.0,57,29,2019-10-22 22:00:14,2019-10-22 22:00:22,false,A3TPW4JUUJDUFI
2826,true,21,100.0,98,28,2019-10-22 21:59:31,2019-10-22 22:01:27,true,A1SOIE67CIL16C
2827,true,1,52.0,75,29,2019-10-22 22:00:23,2019-10-22 22:00:42,false,A3TPW4JUUJDUFI
2828,true,1,40.0,62,29,2019-10-22 22:00:43,2019-10-22 22:00:49,true,A3TPW4JUUJDUFI
2829,false,6,64.0,7,17,2019-10-22 21:56:12,2019-10-22 22:00:55,false,A3NMQ3019X6YE0
2830,false,22,24.0,24,7,2019-10-22 22:01:40,2019-10-22 22:01:47,false,A1SOIE67CIL16C
2831,false,21,22.0,4,6,2019-10-22 21:57:35,2019-10-22 22:00:49,false,A2R89RXGEVG05I
2832,true,0,54.0,78,1,2019-10-22 22:00:45,2019-10-22 22:01:02,false,A39C26OKPJOU8H
2833,true,1,51.0,63,29,2019-10-22 22:00:53,2019-10-22 22:01:00,true,A3TPW4JUUJDUFI
2834,true,23,65.0,36,4,2019-10-22 22:01:40,2019-10-22 22:01:55,true,A1SOIE67CIL16C
2835,true,1,51.0,64,29,2019-10-22 22:01:01,2019-10-22 22:01:08,false,A3TPW4JUUJDUFI
2836,false,1,44.0,66,20,2019-10-22 22:00:45,2019-10-22 22:01:11,true,A39C26OKPJOU8H
2837,true,24,48.0,16,14,2019-10-22 22:01:40,2019-10-22 22:02:04,true,A1SOIE67CIL16C
2838,false,1,40.0,62,29,2019-10-22 22:01:09,2019-10-22 22:01:16,false,A3TPW4JUUJDUFI
2839,true,25,93.0,90,27,2019-10-22 22:01:40,2019-10-22 22:02:11,true,A1SOIE67CIL16C
2840,true,1,85.0,65,20,2019-10-22 22:01:13,2019-10-22 22:01:24,true,A39C26OKPJOU8H
2841,true,1,28.0,55,29,2019-10-22 22:01:17,2019-10-22 22:01:22,true,A3TPW4JUUJDUFI
2842,true,1,52.0,75,29,2019-10-22 22:01:24,2019-10-22 22:01:28,false,A3TPW4JUUJDUFI
